year_month,霧臺遊憩區,涼山遊憩區,梨山遊憩區,北關海潮公園,莒光遊客中心,北寮奎壁山地質公園,外澳濱海遊憩區,鹽寮海濱公園,獅頭山風景區,鼻頭角步道,賽嘉遊憩區,八卦山風景區,石梯坪,龍門露營區,觸口遊客中心,鯉魚潭風景特定區,七美遊客中心,情人湖及湖海灣,翡翠灣濱海遊憩區,臺灣原住民文化園區,鼻頭港服務區,茂林遊憩區,三芝遊憩區,白沙灣,福隆蔚藍海岸,井仔腳瓦盤鹽田,北竿遊客中心,達娜伊谷,花蓮管理站遊客中心,七股鹽山,東引遊客中心,烏山頭水庫風景區,綠島,禮納里部落,關子嶺溫泉區,新光兆豐休閒農場,舊草嶺隧道,圓潭自然生態園區,龍洞南口海洋公園,三地門遊憩區,水里蛇窯,中埔遊客中心,龜山島海域遊憩區,小門地質展示中心,八仙洞,觀音山,鹿野高臺,大里遊客服務中心,金山遊憩區,龍洞灣公園,南方澳遊客中心,曾文水庫,草嶺古道系統(含遠望坑親水公園),南海遊客中心,澎湖遊客中心,都歷處本部,關山親水公園,小野柳(加路蘭),日月潭環潭區,小琉球遊憩區,寶來、不老溫泉區,西嶼西臺,野柳地質公園,虎頭埤風景區,車埕,三仙臺,谷關遊憩區,綠蠵龜觀光保育中心,北海遊客中心,大鵬灣遊憩區,秀姑巒溪遊客中心,和平島公園,馬沙溝濱海遊憩區,南竿遊客中心,福隆遊客服務中心,野柳海洋世界,北門遊客中心
2018.5,14771,13310,34555,12038,4108,0,70016,6855,597328,7238,0,353298,29394,3736,7015,115322,60911,113254,3721,34730,12372,17423,53568,166813,773405,17077,12116,28649,4189,53581,3022,29832,62794,0,61443,17182,34247,14073,11918,21670,0,6516,21720,59520,10231,87605,222981,18889,24732,15077,52243,19422,33195,68398,9383,15852,6234,50428,242121,73799,11020,7026,174444,24287,93395,62804,121329,10634,43392,36097,26969,75571,0,7053,181355,23180,21235
2018.583333,9053,8740,30517,29860,2963,0,55472,4951,452975,6303,0,387440,31647,3686,8039,97363,44097,85221,4070,33821,11887,16140,40904,132082,15548,12386,7913,21834,3922,41876,2594,20786,51393,0,65566,14488,27634,8691,10638,14213,3388,4657,16471,44485,9854,79103,160235,28433,28461,11489,22692,16739,33321,52295,7018,12263,10766,46807,252090,50879,8243,5621,190446,17921,79292,60210,103038,7596,38516,25434,25079,88903,0,5769,94815,23800,16632
2018.666667,13167,10393,22703,17740,1733,0,26721,5369,442006,4417,0,402885,18735,5307,6958,78613,25367,100964,4453,38189,9428,16545,35615,143289,4647,15722,6688,20165,3968,35366,842,15659,26671,0,75946,6978,20536,10967,2812,15857,1879,4574,7348,31900,5924,79140,42476,28446,28061,5357,19516,23115,32741,33178,6458,0,4649,35571,258770,30996,8996,4118,162482,28672,91965,32762,134118,2750,20829,24600,17969,58238,0,4532,60929,14571,16597
2018.75,17534,14297,35818,12970,1342,0,27731,6278,461778,5523,0,394646,21001,7817,8076,90250,12775,99016,5035,39274,11270,12290,34428,62359,1817,21540,6108,24933,3726,45915,983,20706,21745,0,108694,10228,23238,11840,1587,20199,2042,6177,9108,23300,6542,90148,43940,35838,22968,1901,28192,22887,44699,21816,5470,0,5145,39609,286201,43570,12863,2983,229725,29595,98794,39387,129351,1144,9022,31616,16119,58456,0,4601,27465,18560,24387
2018.833333,16798,11977,88110,25428,1053,0,21197,5326,433259,7530,0,381102,20058,3689,6259,78184,3291,79792,5996,24283,15830,24666,27132,50250,1917,22410,4852,21717,3590,42768,523,14839,11525,0,132586,8625,28588,9723,539,20000,1406,4721,4495,8600,6183,79586,42666,139462,27455,2238,33912,27927,248736,11286,2089,0,5392,39572,286733,28060,14615,934,221704,27542,97266,36509,144019,151,3377,26357,13185,46868,0,3474,49784,11851,26856
2018.916667,23639,16191,54474,11043,314,0,13712,4753,470489,4520,0,428144,27983,24193,12398,87865,1789,92838,5265,24392,6832,35196,23144,34313,1276,31168,2804,23301,4540,65218,240,25395,10294,0,159604,15765,17780,10530,571,31720,2510,8726,0,5695,11909,112853,59130,35101,20224,1641,28922,29510,35278,6508,1782,0,10820,67228,288320,25120,19854,976,212855,33073,115396,56511,205617,25,2419,37448,16230,38006,0,2690,35157,10730,46088
2019,22468,8007,21444,12513,396,9970,15889,1598,397569,4380,0,338453,20022,1243,8018,72564,2072,44473,11272,26819,6789,29957,15946,20886,725,17328,2346,20047,4464,55901,241,6502,6944,2427,153800,9214,9578,7643,303,18394,1581,5452,0,6650,9103,80120,40373,25175,11216,1423,19888,11943,24033,8426,2975,0,6473,42096,240123,13926,18225,901,199161,25732,93601,41887,182452,0,2643,27091,14150,21597,0,2462,29941,7522,21672
2019.083333,29136,16964,55955,13988,938,10535,28410,3467,616151,6530,0,615515,31159,2151,8453,102580,2293,51789,14060,36954,6306,37399,25931,28860,1790,25826,2606,23644,5873,107791,452,20999,15082,3823,198813,19681,17049,15340,812,226525,3890,8728,0,7540,11909,65483,94230,76100,27614,2950,35990,28290,63110,9097,3103,0,10560,114592,631903,28988,23473,501,214635,36529,123628,60290,181320,0,3092,8552367,13621,39645,0,2400,25809,14735,66637
2019.166667,26308,10229,31175,11058,1244,19753,19801,5546,383720,5230,0,456363,31386,2603,8647,94336,9858,74036,15997,42547,10035,28122,37552,35505,2000,21678,4487,38801,4652,57149,690,20963,15220,5216,107315,10177,18319,17156,593,89450,2297,7817,8088,11650,14631,79927,46259,21487,32664,2233,22061,18948,57416,17290,8364,0,6282,53819,563969,28405,20585,2636,262258,25791,110833,45667,163395,0,4202,5103852,15319,41458,0,4516,21650,13054,37599
2019.25,22187,11726,22125,15272,2586,48400,15988,7018,644048,5150,0,408212,30868,4410,8223,91869,51600,79895,14893,33313,12328,15741,41618,69305,33928,21282,5575,41940,4249,53383,1928,19226,35499,3741,57423,13837,27653,21802,970,94069,2369,8881,20045,48180,13833,86301,54384,32876,49421,3839,31784,19358,52809,61877,11838,0,5957,55585,464819,43585,16604,6347,273391,26608,113979,45727,98030,2790,20956,129340,15052,53800,0,4157,30577,21127,36513
2019.333333,11539,8179,12403,11863,5280,67573,25015,10193,523530,5220,0,343673,29015,4257,7665,82092,75108,76588,13465,33070,12681,16803,36768,88343,75505,16551,9049,53060,4481,34197,3366,19978,38070,2484,80702,12001,25539,15643,3481,41676,1522,5314,20918,64420,11626,86733,45119,27053,43923,4232,24459,16214,41648,90691,17468,0,4014,18392,359117,42332,18759,8196,257368,27766,78147,37957,101077,6474,33806,48600,13856,47849,0,9822,97131,13427,24995
2019.416667,14512,12474,25488,10723,4812,80142,30142,8038,551888,5702,0,385143,24672,3331,8216,105248,84569,78656,13386,18403,10566,28858,32569,141474,65150,23716,8838,38448,3905,43553,2979,27742,52841,2640,70017,9053,24472,12421,5886,43763,1480,5791,25613,65360,10271,97010,68367,35704,38658,7982,24824,18044,67284,94673,13632,0,4005,56778,281654,54055,19474,6893,215716,28186,101633,41524,123163,9931,48374,51442,18729,56222,0,9365,78777,14836,28191
2019.5,10994,7693,32562,12885,4218,77194,87100,7735,488760,7770,0,386834,27764,3014,9685,108162,57696,81724,14704,22659,11294,11166,37133,199395,82551,21609,9298,31732,4328,50628,2228,20718,66709,2035,73015,13060,33807,10828,10880,56129,2992,6556,23505,64660,11551,100265,199337,20627,35669,14722,48147,20743,35902,73152,9443,13899,9288,65771,402630,58209,17005,7740,214583,20435,107435,64872,138973,8644,45444,37980,24300,54993,0,10797,93702,21027,21181
2019.583333,7328,4951,18361,23450,2036,57282,59227,5597,617603,6450,0,418214,24058,3403,7517,87816,34153,81159,15743,26029,10075,10440,31152,151585,330336,20215,6421,27939,3941,35053,1861,16466,35395,1382,73758,10146,28168,9323,5714,51801,1949,4220,14776,43780,9482,91084,117804,28823,34915,10142,20101,24757,33445,43239,7107,9857,9335,51654,356557,34140,15968,4743,208912,16813,84279,52134,111915,5119,29127,28481,19043,60850,0,6472,132006,20760,18727
2019.666667,17712,12612,26422,13341,2474,59357,29076,8490,593717,4758,0,341103,15766,5758,5769,82109,34632,90425,10061,49851,10028,10209,31313,110704,244761,20172,7546,12450,3362,40099,2860,6502,36840,1814,80926,7981,22250,13002,3075,40517,2135,5508,16446,35750,11625,76488,45159,30389,43470,6542,1490,19154,35697,44699,9761,8124,4536,47709,315466,40020,19062,5463,150507,26108,107074,40093,158911,3603,20535,34827,19355,61589,0,5104,81087,15369,25176
2019.75,20580,15299,61340,17370,2809,54681,29850,11353,715884,7230,0,403980,21196,7244,5197,96432,16643,100008,12746,44463,12773,17590,28477,107464,4890,25324,8862,17345,3366,55682,1652,21647,28644,2237,71574,15105,33007,14511,1047,37871,2700,7335,17074,28940,11476,94278,51951,38733,59788,4124,503,29431,44835,27549,10724,8239,6970,76751,368067,46956,23052,3243,232010,35328,117613,56200,190710,1833,7808,45168,19001,75670,0,5374,84516,23421,37294
2019.833333,21464,9865,98270,15732,1367,26337,21209,10006,631453,8135,0,377273,17148,3393,4581,86143,2316,68577,13047,33270,10591,16828,33573,36219,1833,24973,7069,17250,2744,49606,657,33925,9990,1938,69134,9179,21365,9498,835,37450,1662,7848,6080,13670,8815,82218,42533,151600,46784,2037,124,22126,260736,9309,6333,6457,5145,40976,458879,31941,22614,1841,234254,29483,115908,45216,202595,85,2732,33763,14394,52931,0,4177,87802,17882,33265
2019.916667,18115,8597,47395,10979,1109,20075,13234,5863,672206,5336,0,365301,16166,2721,4352,76784,1696,55587,12921,18967,8643,40059,16137,23557,678,23939,5613,14964,2632,46885,341,24260,6231,2232,143896,8644,13921,7787,672,36835,2026,5750,0,7150,6124,90365,46205,38366,37025,1762,651,42565,40579,8114,7902,7568,5315,40877,323656,19031,47561,989,217275,24422,118749,40454,220254,5,2530,32847,12615,39880,0,3801,52132,11672,31975
